order_id,customer_id,order_date,ship_mode,region,ship_date
ORD-009795,CUST-04588,2021-02-02,Standard Class,South,2021-02-07
ORD-009796,CUST-00985,2021-05-11,Standard Class,Central,2021-05-13
ORD-009797,CUST-02621,2022-05-25,Second Class,North,2022-05-28
ORD-009798,CUST-02907,2023-03-27,Second Class,Central,2023-03-31
ORD-009799,CUST-01995,2021-03-31,Standard Class,East,2021-04-04
ORD-009800,CUST-01933,2021-11-05,First Class,North,2021-11-07
ORD-009801,CUST-02273,2023-05-03,First Class,Central,2023-05-08
ORD-009802,CUST-00103,2022-11-21,Standard Class,East,2022-11-23
ORD-009803,CUST-00970,2022-07-16,Standard Class,West,2022-07-21
ORD-009804,CUST-01072,2023-06-15,Second Class,South,2023-06-16
ORD-009805,CUST-00737,2022-04-24,First Class,East,2022-04-27
ORD-009806,CUST-01366,2021-06-22,Standard Class,West,2021-06-26
ORD-009807,CUST-03631,2023-07-07,Standard Class,Central,2023-07-11
ORD-009808,CUST-00228,2022-04-02,Standard Class,West,2022-04-08
ORD-009809,CUST-03571,2023-09-05,Second Class,North,2023-09-10
ORD-009810,CUST-00445,2021-04-29,Standard Class,Central,2021-05-05
ORD-009811,CUST-01620,2022-05-09,Standard Class,South,2022-05-10
ORD-009812,CUST-04694,2022-11-10,Second Class,South,2022-11-14
ORD-009813,CUST-02205,2022-07-08,Standard Class,Central,2022-07-14
ORD-009814,CUST-02704,2021-09-04,Standard Class,North,2021-09-10
ORD-009815,CUST-03051,2021-09-07,First Class,Central,2021-09-09
ORD-009816,CUST-03503,2021-08-05,Standard Class,Central,2021-08-07
ORD-009817,CUST-03627,2021-06-24,Standard Class,Central,2021-06-30
ORD-009818,CUST-01182,2023-02-11,First Class,East,2023-02-15
ORD-009819,CUST-03257,2023-08-25,Standard Class,South,2023-08-30
ORD-009820,CUST-00798,2022-11-07,Standard Class,South,2022-11-10
ORD-009821,CUST-00835,2022-12-18,Second Class,North,2022-12-19
ORD-009822,CUST-03000,2021-04-02,Standard Class,South,2021-04-08
ORD-009823,CUST-02033,2021-04-19,Standard Class,North,2021-04-25
ORD-009824,CUST-04453,2022-03-22,Standard Class,North,2022-03-28
ORD-009825,CUST-02765,2023-01-03,Standard Class,South,2023-01-06
ORD-009826,CUST-02410,2021-01-30,First Class,Central,2021-01-31
ORD-009827,CUST-03685,2021-06-14,First Class,Central,2021-06-18
ORD-009828,CUST-03276,2023-08-10,Standard Class,East,2023-08-16
ORD-009829,CUST-00008,2023-08-10,Standard Class,North,2023-08-15
ORD-009830,CUST-02520,2021-12-01,Standard Class,West,2021-12-03
ORD-009831,CUST-02220,2023-07-14,Standard Class,West,2023-07-20
ORD-009832,CUST-03875,2022-01-28,First Class,South,2022-02-03
ORD-009833,CUST-03729,2023-02-24,First Class,South,2023-02-26
ORD-009834,CUST-03330,2021-10-15,Standard Class,West,2021-10-17
ORD-009835,CUST-03372,2021-08-14,Standard Class,East,2021-08-20
ORD-009836,CUST-00614,2023-01-07,Standard Class,North,2023-01-12
ORD-009837,CUST-00689,2021-09-21,First Class,North,2021-09-27
ORD-009838,CUST-00898,2022-11-13,Standard Class,South,2022-11-16
ORD-009839,CUST-00110,2022-05-03,Standard Class,South,2022-05-07
ORD-009840,CUST-04806,2023-09-02,Same Day,Central,2023-09-07
ORD-009841,CUST-03013,2023-07-09,First Class,East,2023-07-15
ORD-009842,CUST-02919,2022-11-18,Standard Class,North,2022-11-22
ORD-009843,CUST-01161,2021-05-07,Standard Class,Central,2021-05-11
ORD-009844,CUST-03982,2022-11-13,Standard Class,West,2022-11-16
ORD-009845,CUST-03611,2021-05-20,Standard Class,Central,2021-05-22
ORD-009846,CUST-04745,2023-08-03,Second Class,West,2023-08-04
ORD-009847,CUST-02004,2022-07-02,Standard Class,West,2022-07-07
ORD-009848,CUST-01528,2022-10-11,Standard Class,North,2022-10-16
ORD-009849,CUST-01914,2023-01-13,Standard Class,Central,2023-01-18
ORD-009850,CUST-04342,2022-05-19,Second Class,North,2022-05-23
ORD-009851,CUST-03182,2021-04-03,Standard Class,East,2021-04-06
ORD-009852,CUST-04894,2023-03-26,Standard Class,East,2023-03-31
ORD-009853,CUST-03347,2022-12-10,Second Class,East,2022-12-14
ORD-009854,CUST-02864,2021-12-07,Same Day,East,2021-12-13
ORD-009855,CUST-04611,2023-06-12,Standard Class,West,2023-06-15
ORD-009856,CUST-00506,2021-08-18,Standard Class,East,2021-08-19
ORD-009857,CUST-04251,2023-08-13,Standard Class,North,2023-08-16
ORD-009858,CUST-02007,2022-08-13,Standard Class,Central,2022-08-15
ORD-009859,CUST-04207,2023-02-24,Second Class,Central,2023-02-25
ORD-009860,CUST-02856,2023-08-05,Second Class,North,2023-08-11
ORD-009861,CUST-03965,2022-09-08,Standard Class,South,2022-09-09
ORD-009862,CUST-01675,2021-03-08,Second Class,South,2021-03-14
ORD-009863,CUST-01191,2022-10-22,Same Day,South,2022-10-23
ORD-009864,CUST-02393,2021-12-18,Standard Class,South,2021-12-22
ORD-009865,CUST-01922,2022-01-22,Second Class,West,2022-01-28
ORD-009866,CUST-04390,2023-07-22,Standard Class,West,2023-07-23
ORD-009867,CUST-02693,2023-01-05,Standard Class,Central,2023-01-09
ORD-009868,CUST-04434,2023-01-31,First Class,Central,2023-02-02
ORD-009869,CUST-01828,2023-01-24,Standard Class,West,2023-01-25
ORD-009870,CUST-02500,2023-01-13,Standard Class,West,2023-01-18
ORD-009871,CUST-00717,2022-01-26,Standard Class,Central,2022-01-30
ORD-009872,CUST-00631,2022-11-01,Second Class,North,2022-11-05
ORD-009873,CUST-04861,2022-10-20,First Class,West,2022-10-23
ORD-009874,CUST-00085,2023-03-15,Second Class,North,2023-03-21
ORD-009875,CUST-03769,2022-07-30,Standard Class,East,2022-07-31
ORD-009876,CUST-00737,2023-09-17,Standard Class,North,2023-09-18
ORD-009877,CUST-02708,2023-05-27,Standard Class,North,2023-05-30
ORD-009878,CUST-00227,2022-03-24,Standard Class,West,2022-03-30
ORD-009879,CUST-03358,2023-04-08,Standard Class,East,2023-04-14
ORD-009880,CUST-01308,2021-08-27,Standard Class,South,2021-08-31
ORD-009881,CUST-04205,2021-08-17,Second Class,North,2021-08-21
ORD-009882,CUST-04231,2021-09-23,Second Class,East,2021-09-26
ORD-009883,CUST-04387,2021-04-29,Second Class,East,2021-05-01
ORD-009884,CUST-03959,2021-10-25,First Class,West,2021-10-29
ORD-009885,CUST-01653,2021-03-31,Standard Class,East,2021-04-01
ORD-009886,CUST-01868,2021-04-25,Standard Class,South,2021-04-27
ORD-009887,CUST-00027,2021-04-02,First Class,West,2021-04-07
ORD-009888,CUST-04650,2021-12-15,Standard Class,North,2021-12-18
ORD-009889,CUST-00933,2023-01-29,Standard Class,West,2023-02-02
ORD-009890,CUST-03459,2022-08-30,Standard Class,North,2022-09-03
ORD-009891,CUST-00467,2023-08-18,Standard Class,West,2023-08-21
ORD-009892,CUST-02701,2021-07-12,Standard Class,East,2021-07-18
ORD-009893,CUST-01499,2023-02-02,Second Class,South,2023-02-08
ORD-009894,CUST-00618,2023-08-23,Same Day,West,2023-08-27
ORD-009895,CUST-03778,2021-04-29,Second Class,Central,2021-05-03
ORD-009896,CUST-04554,2022-08-10,Standard Class,East,2022-08-16
ORD-009897,CUST-02688,2022-01-12,Standard Class,West,2022-01-18
ORD-009898,CUST-01505,2021-05-11,Standard Class,East,2021-05-12
ORD-009899,CUST-03968,2023-05-24,Standard Class,Central,2023-05-25
ORD-009900,CUST-00180,2021-11-17,Standard Class,East,2021-11-21
ORD-009901,CUST-02586,2023-09-04,Second Class,East,2023-09-08
ORD-009902,CUST-02070,2022-01-25,Standard Class,West,2022-01-29
ORD-009903,CUST-04859,2022-08-14,First Class,East,2022-08-20
ORD-009904,CUST-00922,2023-01-25,Standard Class,West,2023-01-29
ORD-009905,CUST-03093,2021-01-02,Standard Class,South,2021-01-04
ORD-009906,CUST-04841,2021-11-15,Standard Class,Central,2021-11-16
ORD-009907,CUST-01511,2021-03-05,First Class,North,2021-03-09
ORD-009908,CUST-03600,2022-08-28,First Class,Central,2022-09-01
ORD-009909,CUST-03277,2022-07-03,Same Day,East,2022-07-04
ORD-009910,CUST-02720,2021-07-14,Same Day,West,2021-07-20
ORD-009911,CUST-04733,2023-05-18,Same Day,North,2023-05-24
ORD-009912,CUST-01024,2022-02-02,Second Class,North,2022-02-07
ORD-009913,CUST-00152,2022-03-10,Standard Class,East,2022-03-14
ORD-009914,CUST-00013,2021-11-24,Standard Class,North,2021-11-27
ORD-009915,CUST-00715,2023-03-01,Second Class,West,2023-03-03
ORD-009916,CUST-03151,2022-01-09,Second Class,East,2022-01-15
ORD-009917,CUST-03626,2023-03-28,First Class,Central,2023-04-02
ORD-009918,CUST-00249,2022-11-27,Standard Class,East,2022-12-02
ORD-009919,CUST-01145,2023-08-15,First Class,East,2023-08-16
ORD-009920,CUST-04483,2023-03-27,Second Class,North,2023-04-02
ORD-009921,CUST-04535,2021-05-10,Standard Class,South,2021-05-12
ORD-009922,CUST-03344,2022-06-17,Standard Class,North,2022-06-20
ORD-009923,CUST-00721,2022-11-11,First Class,South,2022-11-13
ORD-009924,CUST-04569,2022-09-09,Standard Class,East,2022-09-14
ORD-009925,CUST-03230,2022-08-28,Standard Class,East,2022-09-02
ORD-009926,CUST-01007,2021-08-16,Standard Class,Central,2021-08-18
ORD-009927,CUST-04729,2021-04-20,Standard Class,North,2021-04-21
ORD-009928,CUST-03299,2022-02-09,First Class,Central,2022-02-10
ORD-009929,CUST-02469,2021-01-10,Standard Class,West,2021-01-15
ORD-009930,CUST-04120,2022-07-06,Standard Class,East,2022-07-09
ORD-009931,CUST-03814,2023-05-23,Standard Class,Central,2023-05-28
ORD-009932,CUST-00538,2022-04-17,First Class,West,2022-04-19
ORD-009933,CUST-02825,2021-11-20,Second Class,South,2021-11-24
ORD-009934,CUST-02686,2021-05-29,Standard Class,North,2021-06-02
ORD-009935,CUST-01981,2023-04-16,First Class,West,2023-04-19
ORD-009936,CUST-00540,2023-08-24,Second Class,North,2023-08-27
ORD-009937,CUST-03885,2021-10-31,Standard Class,East,2021-11-03
ORD-009938,CUST-04054,2023-05-08,Second Class,South,2023-05-09
ORD-009939,CUST-03200,2021-08-13,First Class,East,2021-08-18
ORD-009940,CUST-04517,2022-05-27,Second Class,West,2022-05-29
ORD-009941,CUST-00484,2022-11-28,Same Day,South,2022-12-03
ORD-009942,CUST-01029,2022-04-12,Standard Class,West,2022-04-14
ORD-009943,CUST-00052,2021-05-31,Second Class,North,2021-06-04
ORD-009944,CUST-00243,2022-09-08,Standard Class,East,2022-09-13
ORD-009945,CUST-01687,2021-10-18,First Class,North,2021-10-20
ORD-009946,CUST-02822,2021-05-30,Second Class,South,2021-06-01
ORD-009947,CUST-01841,2023-02-04,Standard Class,Central,2023-02-08
ORD-009948,CUST-00425,2022-11-13,Second Class,North,2022-11-19
ORD-009949,CUST-02128,2023-05-20,Standard Class,South,2023-05-25
ORD-009950,CUST-00695,2023-04-01,Second Class,South,2023-04-06
ORD-009951,CUST-00354,2023-04-28,Standard Class,West,2023-04-29
ORD-009952,CUST-03691,2022-12-21,Standard Class,North,2022-12-26
ORD-009953,CUST-01690,2021-02-05,Standard Class,East,2021-02-09
ORD-009954,CUST-00293,2022-09-06,Standard Class,North,2022-09-08
ORD-009955,CUST-00717,2021-11-24,Standard Class,West,2021-11-28
ORD-009956,CUST-04625,2021-11-13,Second Class,South,2021-11-17
ORD-009957,CUST-04576,2022-05-30,Standard Class,East,2022-06-03
ORD-009958,CUST-04573,2022-12-07,Standard Class,Central,2022-12-12
ORD-009959,CUST-04121,2021-05-07,Standard Class,East,2021-05-10
ORD-009960,CUST-02479,2021-10-08,Second Class,North,2021-10-12
ORD-009961,CUST-02365,2023-05-19,Second Class,East,2023-05-21
ORD-009962,CUST-00638,2022-12-25,Standard Class,North,2022-12-26
ORD-009963,CUST-02406,2022-08-11,Standard Class,East,2022-08-16
ORD-009964,CUST-01300,2022-05-05,Standard Class,North,2022-05-08
ORD-009965,CUST-03949,2022-10-09,Standard Class,South,2022-10-12
ORD-009966,CUST-00690,2023-04-29,Standard Class,South,2023-05-03
ORD-009967,CUST-04440,2021-08-09,Standard Class,North,2021-08-11
ORD-009968,CUST-02607,2022-05-22,Standard Class,North,2022-05-23
ORD-009969,CUST-00712,2021-10-26,Standard Class,Central,2021-10-29
ORD-009970,CUST-02611,2022-12-23,Standard Class,North,2022-12-28
ORD-009971,CUST-00439,2023-09-17,Second Class,West,2023-09-19
ORD-009972,CUST-03534,2022-01-21,Second Class,North,2022-01-26
ORD-009973,CUST-03879,2021-03-02,Standard Class,South,2021-03-06
ORD-009974,CUST-03342,2023-04-10,Standard Class,East,2023-04-11
ORD-009975,CUST-03093,2021-12-08,Standard Class,South,2021-12-13
ORD-009976,CUST-04239,2021-06-06,First Class,West,2021-06-07
ORD-009977,CUST-01784,2023-04-28,Same Day,East,2023-05-03
ORD-009978,CUST-00868,2023-01-04,First Class,South,2023-01-07
ORD-009979,CUST-01489,2021-08-04,Standard Class,North,2021-08-10
ORD-009980,CUST-00468,2023-05-19,First Class,North,2023-05-22
ORD-009981,CUST-04973,2023-01-21,Standard Class,East,2023-01-27
ORD-009982,CUST-03922,2023-08-15,Second Class,Central,2023-08-19
ORD-009983,CUST-01418,2023-04-10,Standard Class,West,2023-04-12
ORD-009984,CUST-01777,2021-08-19,Standard Class,South,2021-08-20
ORD-009985,CUST-01082,2022-12-19,Standard Class,South,2022-12-21
ORD-009986,CUST-04937,2023-01-24,Standard Class,West,2023-01-26
ORD-009987,CUST-02926,2021-02-23,Standard Class,South,2021-02-25
ORD-009988,CUST-04085,2023-08-04,Standard Class,East,2023-08-06
ORD-009989,CUST-04062,2023-06-06,Standard Class,Central,2023-06-08
ORD-009990,CUST-01012,2023-03-06,Second Class,East,2023-03-11
ORD-009991,CUST-00814,2021-07-03,Standard Class,Central,2021-07-05
ORD-009992,CUST-03947,2023-05-28,Second Class,North,2023-05-29
ORD-009993,CUST-02317,2022-05-15,Second Class,Central,2022-05-21
ORD-009994,CUST-02144,2023-01-15,Standard Class,Central,2023-01-18
ORD-009995,CUST-00273,2022-02-06,Standard Class,Central,2022-02-08
ORD-009996,CUST-03645,2021-11-03,Standard Class,South,2021-11-07
ORD-009997,CUST-01717,2023-04-15,Standard Class,Central,2023-04-16
ORD-009998,CUST-02976,2022-11-07,First Class,West,2022-11-12
ORD-009999,CUST-04101,2023-07-24,Standard Class,North,2023-07-27
ORD-010000,CUST-00357,2023-05-19,Second Class,North,2023-05-25
ORD-010001,CUST-00204,2021-06-13,Standard Class,South,2021-06-16
ORD-010002,CUST-03746,2021-01-23,First Class,East,2021-01-29
ORD-010003,CUST-01597,2022-07-16,Standard Class,West,2022-07-19
ORD-010004,CUST-00497,2022-02-06,Second Class,East,2022-02-12
ORD-010005,CUST-04798,2021-12-12,Second Class,Central,2021-12-18
ORD-010006,CUST-04933,2022-03-09,Standard Class,East,2022-03-13
ORD-010007,CUST-00063,2022-11-26,Standard Class,West,2022-11-28
ORD-010008,CUST-01580,2022-04-30,Standard Class,South,2022-05-05
ORD-010009,CUST-04335,2021-12-23,Second Class,South,2021-12-28
ORD-010010,CUST-00540,2023-02-15,Standard Class,Central,2023-02-21
ORD-010011,CUST-04294,2022-02-05,Standard Class,West,2022-02-11
ORD-010012,CUST-04877,2022-02-05,Standard Class,South,2022-02-10
ORD-010013,CUST-04126,2021-03-15,Standard Class,Central,2021-03-17
ORD-010014,CUST-02714,2022-06-25,Standard Class,East,2022-06-30
ORD-010015,CUST-01081,2023-01-15,Standard Class,West,2023-01-20
ORD-010016,CUST-01856,2021-10-17,Standard Class,South,2021-10-20
ORD-010017,CUST-03505,2021-10-17,Standard Class,West,2021-10-23
ORD-010018,CUST-03380,2022-12-15,Standard Class,South,2022-12-17
ORD-010019,CUST-01599,2023-08-04,Standard Class,South,2023-08-05
ORD-010020,CUST-01629,2021-07-19,Standard Class,West,2021-07-20
ORD-010021,CUST-03179,2022-12-19,Standard Class,South,2022-12-20
ORD-010022,CUST-02648,2023-05-27,First Class,East,2023-05-31
ORD-010023,CUST-03373,2022-07-16,Standard Class,Central,2022-07-19
ORD-010024,CUST-01070,2022-02-08,Standard Class,North,2022-02-13
ORD-010025,CUST-02777,2021-04-10,Standard Class,West,2021-04-16
ORD-010026,CUST-01193,2021-05-15,Standard Class,West,2021-05-18
ORD-010027,CUST-00814,2021-11-28,Standard Class,Central,2021-12-04
ORD-010028,CUST-01153,2023-02-10,Same Day,East,2023-02-12
ORD-010029,CUST-02756,2023-03-22,Standard Class,North,2023-03-24
ORD-010030,CUST-01884,2022-08-18,Standard Class,East,2022-08-21
ORD-010031,CUST-00268,2023-06-06,Second Class,West,2023-06-08
ORD-010032,CUST-03672,2023-04-05,Standard Class,North,2023-04-08
ORD-010033,CUST-02813,2021-02-25,Standard Class,South,2021-02-28
ORD-010034,CUST-04681,2023-05-21,Standard Class,West,2023-05-27
ORD-010035,CUST-04086,2023-08-16,Standard Class,East,2023-08-22
ORD-010036,CUST-00384,2022-12-28,First Class,Central,2022-12-31
ORD-010037,CUST-03957,2021-11-08,Standard Class,South,2021-11-14
ORD-010038,CUST-02851,2022-04-14,Standard Class,North,2022-04-15
ORD-010039,CUST-04526,2022-11-02,Standard Class,West,2022-11-08
ORD-010040,CUST-03412,2021-06-17,Standard Class,Central,2021-06-23
ORD-010041,CUST-01050,2022-08-15,Second Class,Central,2022-08-20
ORD-010042,CUST-01834,2021-05-21,Standard Class,East,2021-05-23
ORD-010043,CUST-00798,2022-03-29,First Class,Central,2022-04-03
ORD-010044,CUST-04468,2022-12-14,Standard Class,East,2022-12-19
ORD-010045,CUST-02976,2022-05-10,First Class,North,2022-05-13
ORD-010046,CUST-01291,2021-10-26,Standard Class,West,2021-10-31
ORD-010047,CUST-02188,2023-07-08,Standard Class,North,2023-07-11
ORD-010048,CUST-00067,2021-05-29,First Class,East,2021-06-04
ORD-010049,CUST-01393,2021-08-03,Standard Class,North,2021-08-05
ORD-010050,CUST-03992,2021-08-12,First Class,West,2021-08-18
ORD-010051,CUST-03022,2023-04-04,Standard Class,West,2023-04-08
ORD-010052,CUST-01702,2023-02-06,Standard Class,Central,2023-02-11
ORD-010053,CUST-00579,2021-07-20,Second Class,East,2021-07-25
ORD-010054,CUST-01606,2023-01-23,Second Class,North,2023-01-28
ORD-010055,CUST-04044,2022-10-29,First Class,Central,2022-11-01
ORD-010056,CUST-01979,2021-01-10,First Class,Central,2021-01-16
ORD-010057,CUST-04506,2022-01-06,Standard Class,North,2022-01-07
ORD-010058,CUST-02881,2023-01-14,Standard Class,East,2023-01-17
ORD-010059,CUST-02671,2023-05-27,Second Class,East,2023-06-02
ORD-010060,CUST-03717,2022-08-13,Standard Class,West,2022-08-16
ORD-010061,CUST-04936,2021-04-15,Same Day,East,2021-04-18
ORD-010062,CUST-04285,2022-11-26,Standard Class,Central,2022-11-28
ORD-010063,CUST-04373,2023-03-16,Standard Class,West,2023-03-18
ORD-010064,CUST-02155,2023-05-30,Standard Class,South,2023-06-03
ORD-010065,CUST-02805,2021-06-01,Standard Class,West,2021-06-06
ORD-010066,CUST-02221,2022-01-21,Standard Class,Central,2022-01-25
ORD-010067,CUST-03990,2023-09-01,Standard Class,North,2023-09-02
ORD-010068,CUST-00999,2022-03-14,First Class,North,2022-03-16
ORD-010069,CUST-00722,2022-11-27,Standard Class,North,2022-11-30
ORD-010070,CUST-01215,2023-05-12,Standard Class,Central,2023-05-14
ORD-010071,CUST-01694,2021-06-22,First Class,West,2021-06-24
ORD-010072,CUST-03395,2023-08-07,First Class,North,2023-08-13
ORD-010073,CUST-04026,2021-02-27,Standard Class,East,2021-02-28
ORD-010074,CUST-03580,2021-04-09,Second Class,South,2021-04-10
ORD-010075,CUST-02804,2021-12-31,Standard Class,North,2022-01-05
ORD-010076,CUST-02231,2023-09-25,First Class,North,2023-10-01
ORD-010077,CUST-04813,2022-05-01,Second Class,South,2022-05-03
ORD-010078,CUST-00459,2021-07-03,Standard Class,East,2021-07-04
ORD-010079,CUST-01702,2023-08-26,First Class,South,2023-08-30
ORD-010080,CUST-00627,2021-02-23,Same Day,North,2021-02-25
ORD-010081,CUST-02457,2021-05-01,Standard Class,North,2021-05-04
ORD-010082,CUST-00207,2022-06-12,Standard Class,West,2022-06-17
ORD-010083,CUST-03317,2022-10-28,Second Class,Central,2022-10-30
ORD-010084,CUST-01357,2021-12-13,Second Class,West,2021-12-18
ORD-010085,CUST-04769,2022-08-31,Second Class,West,2022-09-05
ORD-010086,CUST-03597,2022-03-21,Standard Class,West,2022-03-22
ORD-010087,CUST-01940,2023-09-21,Standard Class,West,2023-09-22
ORD-010088,CUST-02796,2021-06-02,First Class,West,2021-06-04
ORD-010089,CUST-04369,2022-10-05,Same Day,East,2022-10-10
ORD-010090,CUST-02674,2023-01-10,First Class,Central,2023-01-14
ORD-010091,CUST-01050,2022-02-18,Second Class,Central,2022-02-24
ORD-010092,CUST-02592,2021-09-08,Standard Class,Central,2021-09-14
ORD-010093,CUST-03790,2021-02-04,Second Class,East,2021-02-05
ORD-010094,CUST-04005,2021-05-02,Standard Class,East,2021-05-03
ORD-010095,CUST-00091,2021-09-04,Standard Class,East,2021-09-05
ORD-010096,CUST-00476,2022-02-11,Second Class,North,2022-02-12
ORD-010097,CUST-02047,2022-05-16,Standard Class,Central,2022-05-21
ORD-010098,CUST-04822,2021-11-06,Standard Class,South,2021-11-10
ORD-010099,CUST-03691,2022-12-06,Standard Class,West,2022-12-07
ORD-010100,CUST-04026,2022-09-03,First Class,North,2022-09-07
ORD-010101,CUST-03267,2023-09-05,Standard Class,North,2023-09-10
ORD-010102,CUST-04630,2021-06-26,Standard Class,West,2021-07-02
ORD-010103,CUST-02746,2022-10-31,Standard Class,North,2022-11-03
ORD-010104,CUST-00085,2023-02-03,Standard Class,East,2023-02-06
ORD-010105,CUST-02640,2022-01-20,Second Class,North,2022-01-23
ORD-010106,CUST-04937,2023-03-06,Standard Class,Central,2023-03-08
ORD-010107,CUST-00077,2022-12-10,Standard Class,Central,2022-12-14
ORD-010108,CUST-02431,2023-03-26,Second Class,South,2023-03-31
ORD-010109,CUST-03505,2022-11-18,Second Class,Central,2022-11-20
ORD-010110,CUST-02425,2022-11-06,Standard Class,West,2022-11-09
ORD-010111,CUST-02222,2021-04-02,Standard Class,West,2021-04-05
ORD-010112,CUST-00406,2023-03-08,Standard Class,Central,2023-03-11
ORD-010113,CUST-02130,2022-04-20,Second Class,East,2022-04-26
ORD-010114,CUST-04117,2023-06-05,Standard Class,Central,2023-06-10
ORD-010115,CUST-00398,2023-04-18,Standard Class,East,2023-04-21
ORD-010116,CUST-01801,2022-10-28,Standard Class,West,2022-11-01
ORD-010117,CUST-03474,2022-01-27,First Class,Central,2022-01-30
ORD-010118,CUST-01809,2021-10-09,First Class,South,2021-10-11
ORD-010119,CUST-04990,2022-10-10,Same Day,West,2022-10-13
ORD-010120,CUST-03927,2022-10-31,Second Class,South,2022-11-02
ORD-010121,CUST-01945,2022-04-01,First Class,West,2022-04-07
ORD-010122,CUST-00438,2022-01-12,Second Class,North,2022-01-13
ORD-010123,CUST-00223,2021-01-12,Standard Class,North,2021-01-18
ORD-010124,CUST-01611,2021-05-03,First Class,North,2021-05-08
ORD-010125,CUST-01961,2021-04-30,Second Class,South,2021-05-04
ORD-010126,CUST-04605,2021-03-26,Second Class,East,2021-03-29
ORD-010127,CUST-04001,2021-05-05,First Class,West,2021-05-08
ORD-010128,CUST-02665,2022-05-16,First Class,North,2022-05-19
ORD-010129,CUST-01066,2022-10-19,Standard Class,South,2022-10-22
ORD-010130,CUST-01277,2022-11-16,Standard Class,West,2022-11-18
ORD-010131,CUST-00604,2023-07-20,Standard Class,North,2023-07-25
ORD-010132,CUST-00189,2022-06-06,Standard Class,North,2022-06-08
ORD-010133,CUST-00676,2021-08-19,First Class,North,2021-08-22
ORD-010134,CUST-00638,2021-01-24,Same Day,South,2021-01-26
ORD-010135,CUST-01997,2022-08-24,Second Class,East,2022-08-27
ORD-010136,CUST-01845,2022-08-10,Second Class,North,2022-08-11
ORD-010137,CUST-00047,2022-08-10,Standard Class,North,2022-08-12
ORD-010138,CUST-00820,2022-05-07,First Class,East,2022-05-12
ORD-010139,CUST-03808,2021-10-08,First Class,East,2021-10-14
ORD-010140,CUST-03023,2022-12-12,Standard Class,Central,2022-12-13
ORD-010141,CUST-01081,2023-02-03,Standard Class,North,2023-02-07
ORD-010142,CUST-03147,2021-04-07,Standard Class,West,2021-04-09
ORD-010143,CUST-01278,2023-03-25,Second Class,Central,2023-03-27
ORD-010144,CUST-03735,2022-08-31,Standard Class,West,2022-09-06
ORD-010145,CUST-02218,2021-07-05,Standard Class,East,2021-07-09
ORD-010146,CUST-02887,2022-01-29,Standard Class,Central,2022-02-03
ORD-010147,CUST-00796,2022-05-11,Second Class,South,2022-05-12
ORD-010148,CUST-03329,2022-10-23,Same Day,Central,2022-10-27
ORD-010149,CUST-03007,2022-12-21,Second Class,Central,2022-12-26
ORD-010150,CUST-03185,2022-03-21,Standard Class,East,2022-03-22
ORD-010151,CUST-02390,2021-11-02,Standard Class,North,2021-11-07
ORD-010152,CUST-04144,2022-08-09,Standard Class,East,2022-08-14
ORD-010153,CUST-03859,2021-05-09,Standard Class,East,2021-05-12
ORD-010154,CUST-01219,2021-04-12,Standard Class,East,2021-04-14
ORD-010155,CUST-01761,2021-11-30,Standard Class,West,2021-12-01
ORD-010156,CUST-00725,2021-03-07,Standard Class,South,2021-03-10
ORD-010157,CUST-01345,2023-01-01,Standard Class,West,2023-01-02
ORD-010158,CUST-00138,2023-07-20,Standard Class,Central,2023-07-23
ORD-010159,CUST-04451,2023-06-02,Standard Class,East,2023-06-03
ORD-010160,CUST-04907,2023-03-26,Second Class,North,2023-03-28
ORD-010161,CUST-03555,2022-07-05,Second Class,East,2022-07-11
ORD-010162,CUST-02760,2021-07-09,Standard Class,West,2021-07-15
ORD-010163,CUST-00059,2022-02-20,Second Class,South,2022-02-25
ORD-010164,CUST-00771,2023-04-13,Same Day,West,2023-04-15
ORD-010165,CUST-00389,2022-12-19,Standard Class,East,2022-12-20
ORD-010166,CUST-03925,2021-01-21,Second Class,South,2021-01-23
ORD-010167,CUST-03423,2022-02-08,Standard Class,North,2022-02-14
ORD-010168,CUST-04435,2022-07-24,Standard Class,West,2022-07-25
ORD-010169,CUST-04853,2023-04-18,Standard Class,West,2023-04-22
ORD-010170,CUST-00596,2022-07-04,Standard Class,Central,2022-07-08
ORD-010171,CUST-00436,2023-03-14,Second Class,South,2023-03-20
ORD-010172,CUST-01474,2023-04-12,Standard Class,West,2023-04-13
ORD-010173,CUST-04473,2022-06-27,Second Class,Central,2022-07-01
ORD-010174,CUST-01983,2022-05-16,Second Class,North,2022-05-21
ORD-010175,CUST-02439,2021-03-07,Same Day,West,2021-03-13
ORD-010176,CUST-02869,2022-06-16,Second Class,West,2022-06-17
ORD-010177,CUST-04210,2023-05-08,Standard Class,East,2023-05-11
ORD-010178,CUST-03818,2022-08-22,Second Class,West,2022-08-26
ORD-010179,CUST-00774,2022-07-06,Standard Class,North,2022-07-12
ORD-010180,CUST-01927,2023-01-01,First Class,Central,2023-01-07
ORD-010181,CUST-02220,2023-04-19,Second Class,South,2023-04-24
ORD-010182,CUST-00018,2023-03-21,Standard Class,North,2023-03-22
ORD-010183,CUST-04331,2022-10-30,Second Class,South,2022-11-02
ORD-010184,CUST-03967,2021-05-08,Standard Class,North,2021-05-13
ORD-010185,CUST-01693,2023-02-11,Standard Class,Central,2023-02-15
ORD-010186,CUST-02771,2023-02-11,Second Class,East,2023-02-17
